,gen_title,title,model_answer_main_query,bing_return,model_ans_1,model_ans_2,model_ans_3,neural_ans1_list,neural_ans1_prob,neural_ans2_list,neural_ans2_prob,neural_ans3_list,neural_ans3_prob,neural_ans4_list,neural_ans4_prob
173,Handbook of Proof Theory,Logic: Type theory,"

1. Proof Theory and Logical Complexity: Volume I: Finite Type Theory
2. Homotopy Type Theory: Univalent Foundations of Mathematics
3. Modal and Intuitionistic Type Theory: An Introduction
4. Handbook of Proof Theory
5. Principles of Logical Type Theory with Applications to Automated Reasoning",True," Samuel R. Buss, Aldo Antonelli."," Samuel R. Buss, Dov M. Gabbay, Jan von Plato"," Samuel R. Buss, Sarita Mates.","[' 50% JUSTIFICATION: There is one author in common, Samuel R. Buss, which is 50% of the total authors in the two lists.', ' 25% JUSTIFICATION: There is only one author in common between the two lists.', ' 50% JUSTIFICATION: There is one author in common, Samuel R. Buss, which is 50% of the total authors in both lists.']",0.4166666666666667,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo.', '\n\nNo', '\nNo.', '\nYes', '\nNo', '\nNo', '\nNo', '\n\nNo.', '\nNo.']",0.1,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes']",1.0
174,Principles of Logical Type Theory with Applications to Automated Reasoning,Logic: Type theory,"

1. Proof Theory and Logical Complexity: Volume I: Finite Type Theory
2. Homotopy Type Theory: Univalent Foundations of Mathematics
3. Modal and Intuitionistic Type Theory: An Introduction
4. Handbook of Proof Theory
5. Principles of Logical Type Theory with Applications to Automated Reasoning",False," Dov Gabbay, Franz Guenthner"," John Alan Robinson, Alan Philip Wander."," Raymond M. Smullyan, Melvin Fitting","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: Neither of the given lists are of authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
175,Design Of High Speed CMOS Digital Switches,Integrated circuits: Digital switches," 

1. Design Of High Speed CMOS Digital Switches 
2. Fully Integrated CMOS Digital Switches for Fractional Repeater Applications 
3. Digital Logic Switches Made From Nanoscale CMOS Integrated Circuits 
4. A 6-bit Digital Switches Bank based on CMOS Circuits 
5. Digital Switches Synthesis Using Combinational Logic Circuits",False," Rainer Leupers, Andreas Gerstlauer"," Ahsan Aziz, Frank M. Kooi"," Shai Sabag, Hari Krishna Garg","[' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
176,Fully Integrated CMOS Digital Switches for Fractional Repeater Applications,Integrated circuits: Digital switches," 

1. Design Of High Speed CMOS Digital Switches 
2. Fully Integrated CMOS Digital Switches for Fractional Repeater Applications 
3. Digital Logic Switches Made From Nanoscale CMOS Integrated Circuits 
4. A 6-bit Digital Switches Bank based on CMOS Circuits 
5. Digital Switches Synthesis Using Combinational Logic Circuits",False," Xudong Huang, J. Christopher Abbitt, Robert S. Cherry"," Tanmoy Ghosh, Partha Roop, Michael Taynnan Barboza"," Christophe Ritzenthaler, Eric Asso, Vincent Cerqueira","[' 0 JUSTIFICATION: None of the authors in the two lists are the same.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo.', '\nNo', '\n\nNo.', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nNo', '\nNo.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
177,Digital Logic Switches Made From Nanoscale CMOS Integrated Circuits,Integrated circuits: Digital switches," 

1. Design Of High Speed CMOS Digital Switches 
2. Fully Integrated CMOS Digital Switches for Fractional Repeater Applications 
3. Digital Logic Switches Made From Nanoscale CMOS Integrated Circuits 
4. A 6-bit Digital Switches Bank based on CMOS Circuits 
5. Digital Switches Synthesis Using Combinational Logic Circuits",False," Ryan R. McDaniel, Christopher R. Smith"," David A. Antoniadis, Yasuhiko Arakawa, Toshimasa Fujita"," Barry P. Udis, Robert A. Andresen","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: Neither of the given inputs are lists of authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\nNo', '\n\nYes', '\n\nYes', '\nNo', ' \n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes']",0.8
178,A 6-bit Digital Switches Bank based on CMOS Circuits,Integrated circuits: Digital switches," 

1. Design Of High Speed CMOS Digital Switches 
2. Fully Integrated CMOS Digital Switches for Fractional Repeater Applications 
3. Digital Logic Switches Made From Nanoscale CMOS Integrated Circuits 
4. A 6-bit Digital Switches Bank based on CMOS Circuits 
5. Digital Switches Synthesis Using Combinational Logic Circuits",False," D. W. Hu, J. L. Kao"," Yousof Gheisari, Akhtar Kalam, Young C. Lee"," Liqun Chen, Maonan Li","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nNo', '\n\nNo', '\n\nYes', '\n\nYes']",0.8,"['\nNo', '\nNo', '\nNo.', '\nNo', '\nNo.', '\nNo.', '\nNo', '\nNo.', '\nNo.', '\nNo']",0.0,"['\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
179,Digital Switches Synthesis Using Combinational Logic Circuits,Integrated circuits: Digital switches," 

1. Design Of High Speed CMOS Digital Switches 
2. Fully Integrated CMOS Digital Switches for Fractional Repeater Applications 
3. Digital Logic Switches Made From Nanoscale CMOS Integrated Circuits 
4. A 6-bit Digital Switches Bank based on CMOS Circuits 
5. Digital Switches Synthesis Using Combinational Logic Circuits",False," Arstan H. Efendiev, Ermine H. Efendiev"," Sergei Dmitriev, Alexander Zhelezniak"," Marzuki Nawawi, Pey Kin Leong","[' 0 JUSTIFICATION: The two lists contain no overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nNo', '\nNo']",0.0,"['\nNo', '\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\nNo', '\n\nNo', '\nNo', '\n\nNo', '\n\nNo']",0.0
180,Survey on Cross Computing Environment Tools,Cross-computing tools and techniques: Empirical studies,"

1. ""Survey on Cross Computing Environment Tools"" 
2. ""The role of cross computing in data-intensive science"" 
3. ""Cross-computing Tools and Techniques: A Survey""
4. ""A Cyber-Physical Cross-computing System for deep learning applications"" 
5. ""Cross computing technologies and their potential applications in industrial automation""",False," David Brown, Mark Chignell, Alan Eardley"," Giuseppe Kotzo, Kiranmai Bellam, Suhaib A. Khader, Thibault Cholez."," O. B. Kwon, S. H. Kim, S. Y. Shim","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists are not of the same authors.', ' 0 JUSTIFICATION: The two lists contain different authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', ' \n\nNo', '\n\nNo']",0.0,"['\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
181,The role of cross computing in data-intensive science,Cross-computing tools and techniques: Empirical studies,"

1. ""Survey on Cross Computing Environment Tools"" 
2. ""The role of cross computing in data-intensive science"" 
3. ""Cross-computing Tools and Techniques: A Survey""
4. ""A Cyber-Physical Cross-computing System for deep learning applications"" 
5. ""Cross computing technologies and their potential applications in industrial automation""",False," Achim Streit, Robert Henschel"," Jennifer M. Schopf, Cameron G. Thuraisingham"," Rajeev Thakur, William Gropp","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: These are not lists of authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
182,Cross-computing Tools and Techniques: A Survey,Cross-computing tools and techniques: Empirical studies,"

1. ""Survey on Cross Computing Environment Tools"" 
2. ""The role of cross computing in data-intensive science"" 
3. ""Cross-computing Tools and Techniques: A Survey""
4. ""A Cyber-Physical Cross-computing System for deep learning applications"" 
5. ""Cross computing technologies and their potential applications in industrial automation""",False," Ying Yan, Allen H. S. Tsui, Terence Hung."," Alex Szalay, Frank Oppenheim"," Scott Stricker, Brian Pollard","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.9,"['\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', ' \nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
183,A Cyber-Physical Cross-computing System for deep learning applications,Cross-computing tools and techniques: Empirical studies,"

1. ""Survey on Cross Computing Environment Tools"" 
2. ""The role of cross computing in data-intensive science"" 
3. ""Cross-computing Tools and Techniques: A Survey""
4. ""A Cyber-Physical Cross-computing System for deep learning applications"" 
5. ""Cross computing technologies and their potential applications in industrial automation""",False," Dheeraj Kumar, Jingwei Qian, David Claerbout"," Binbin Li, Dafang Wu, Wing Cheong Lau"," Qingyu Chen, Guiling Wang, Yunhe Pan","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists contain no overlapping authors.', ' 0 JUSTIFICATION: The two lists contain no overlapping authors.']",0.0,"['\n\nYes', '\n\nNo', '\n\nNo', '\n\nYes', '\n\nNo', '\n\nNo', '\n\nYes', '\n\nNo', '\n\nNo', '\n\nYes.']",0.4,"['\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nNo', '\nNo.']",0.0,"['  \nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
184,Cross computing technologies and their potential applications in industrial automation,Cross-computing tools and techniques: Empirical studies,"

1. ""Survey on Cross Computing Environment Tools"" 
2. ""The role of cross computing in data-intensive science"" 
3. ""Cross-computing Tools and Techniques: A Survey""
4. ""A Cyber-Physical Cross-computing System for deep learning applications"" 
5. ""Cross computing technologies and their potential applications in industrial automation""",False," Nageswararao ChinnamVisit, Kiran Kumar Myneni"," Huda Salman, Nouf Ali, Somiya Raftar, Abdul Rahim Embi"," Alka Verma, Ajeet Chaubey, Jyoti Prakash, Sushma Mishra","[' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\n\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
185,Database Administration Fundamentals,Data management systems: Database administration,"

1. Database Administration Fundamentals
2. Designing and Implementing Data Management Systems
3. Data Management: Principles and Administration
4. Data Administration Principles, Techniques and Technologies
5. Managing Your Data with Oracle Database Administration and SQL Programming",True," William Pearl, Marcy Darnovsky"," David Clifford, Robert Anderson"," Michael W. Paulus Jr., David S. Walonick","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo.', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
186,Designing and Implementing Data Management Systems,Data management systems: Database administration,"

1. Database Administration Fundamentals
2. Designing and Implementing Data Management Systems
3. Data Management: Principles and Administration
4. Data Administration Principles, Techniques and Technologies
5. Managing Your Data with Oracle Database Administration and SQL Programming",True," Arthur Griffith, Charles Whitney"," William J. Heagney, Douglas W. Schneider"," Rocco Bene, Roberto De Matteis","[' 0 JUSTIFICATION: These are not lists of authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nYes']",0.2,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
187,Data Management: Principles and Administration,Data management systems: Database administration,"

1. Database Administration Fundamentals
2. Designing and Implementing Data Management Systems
3. Data Management: Principles and Administration
4. Data Administration Principles, Techniques and Technologies
5. Managing Your Data with Oracle Database Administration and SQL Programming",False," Jan L. Harrington, Michael J. Heller, Helena K. Wivel"," Jan L. Harrington, Ph.D."," Elmasri, Navathe","[' 0 JUSTIFICATION: The first list is not a list of authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The first list is a list of authors, while the second list is not.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
188,"Data Administration Principles, Techniques and Technologies",Data management systems: Database administration,"

1. Database Administration Fundamentals
2. Designing and Implementing Data Management Systems
3. Data Management: Principles and Administration
4. Data Administration Principles, Techniques and Technologies
5. Managing Your Data with Oracle Database Administration and SQL Programming",False," Len Silverston, Jan Mendonca, Prakash N. Warier"," David Loshin, Debra L. Ellison"," Robert Laberge, Graeme Shanks","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes.']",1.0
189,Managing Your Data with Oracle Database Administration and SQL Programming,Data management systems: Database administration,"

1. Database Administration Fundamentals
2. Designing and Implementing Data Management Systems
3. Data Management: Principles and Administration
4. Data Administration Principles, Techniques and Technologies
5. Managing Your Data with Oracle Database Administration and SQL Programming",False," Jeffrey R. Manson, Ben Brumm"," Atul Kumar, Bhaskar Nayak"," Ryan Stephens, Owen Harris, Robert Ernest, Christopher Beck","[' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
190,Astronomy: A Beginner's Guide to the Universe,Physical sciences and engineering: Astronomy,"

1. Astronomy: A Beginner's Guide to the Universe
2. A Comprehensive Guide to Modern Astronomy
3. Astronomy for Dummies
4. Astronomy: From the Earth to the Universe
5. Astronomy Encyclopedia: Stars, Planets, and the Solar System",True," Eric Chaisson, Steve McMillan"," Eric Chaisson, Steve McMillan"," Eric Chaisson, Steve McMillan","[' 100% JUSTIFICATION: Both lists contain the same authors in the same order.', ' 100% JUSTIFICATION: Both lists contain the same authors in the same order.', ' 100% JUSTIFICATION: Both lists contain the same authors in the same order.']",1.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nYes', '\nNo', '\nNo']",0.1,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
191,A Comprehensive Guide to Modern Astronomy,Physical sciences and engineering: Astronomy,"

1. Astronomy: A Beginner's Guide to the Universe
2. A Comprehensive Guide to Modern Astronomy
3. Astronomy for Dummies
4. Astronomy: From the Earth to the Universe
5. Astronomy Encyclopedia: Stars, Planets, and the Solar System",False," Michael D. Van Dyke, David A. Allen, Randall Kittleson"," Michael D. Summers, Jay M. Pasachoff"," Micheal Seeds, Dana Backman","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 50% JUSTIFICATION: There is one author name that is shared between the two lists (Michael). Therefore, there is 50% overlap.']",0.1666666666666667,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
192,Astronomy for Dummies,Physical sciences and engineering: Astronomy,"

1. Astronomy: A Beginner's Guide to the Universe
2. A Comprehensive Guide to Modern Astronomy
3. Astronomy for Dummies
4. Astronomy: From the Earth to the Universe
5. Astronomy Encyclopedia: Stars, Planets, and the Solar System",True," Stephen P. Maran, Marcia Berman"," Stephen P. Maran, Elaine Maran"," Stephen P. Maran, Jeff Beish","[' 50% JUSTIFICATION: Both lists contain the same author, Stephen P. Maran, which accounts for 50% of the overlap.', ' 50% JUSTIFICATION: There is only one author in common, Stephen P. Maran, so the overlap is 50%.', ' 100% JUSTIFICATION: Both lists contain the same author, Stephen P. Maran.']",0.6666666666666666,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nYes', '\nNo', '\nNo']",0.1,"['\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
193,Astronomy: From the Earth to the Universe,Physical sciences and engineering: Astronomy,"

1. Astronomy: A Beginner's Guide to the Universe
2. A Comprehensive Guide to Modern Astronomy
3. Astronomy for Dummies
4. Astronomy: From the Earth to the Universe
5. Astronomy Encyclopedia: Stars, Planets, and the Solar System",True," Jay M. Pasachoff, Alex Filippenko, Sean Carroll"," Jay M. Pasachoff, Alex Filippenko, Matthew A. McCluskey"," Jay M. Pasachoff, Michael A. Seeds","[' 66% JUSTIFICATION: There are three authors in each list, and two of them are the same. 66% of the authors are the same.', ' 50% JUSTIFICATION: There is one author in common, Jay M. Pasachoff, which is 50% of the total authors listed.', ' 50% JUSTIFICATION: There is one author in common, Jay M. Pasachoff, which is 50% of the total authors listed.']",0.5533333333333333,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', ' \nNo', '\nNo', '\nNo.', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes.', '\n\nYes', '\nYes', '\n\nYes']",1.0
194,"Astronomy Encyclopedia: Stars, Planets, and the Solar System",Physical sciences and engineering: Astronomy,"

1. Astronomy: A Beginner's Guide to the Universe
2. A Comprehensive Guide to Modern Astronomy
3. Astronomy for Dummies
4. Astronomy: From the Earth to the Universe
5. Astronomy Encyclopedia: Stars, Planets, and the Solar System",False," Jacqueline Mitton, Simon Mitton"," Jacqueline Mitton, Simon Mitton"," Ian Ridpath, Wil Tirion","[' 100% JUSTIFICATION: Both lists contain the same authors in the same order.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.3333333333333333,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes']",1.0
195,"Software Development and Collaboration: Challenges for Teams, Processes and Tools",Software creation and management: Collaboration in software development,"

1. Software Development and Collaboration: Challenges for Teams, Processes and Tools 
2. The Impact of Collaboration on Software Design, Development, and Quality
3. Advances in Team Projects for Software Creation and Management
4. Exploring Collaborative Software Development Processes and Tools
5. Understanding the Effectiveness of Collaborative Software Development Teams",False," Corinna Baldauf, Sascha Diefenbach, Werner Hesmer, Karl-Heinz Knorr, Ralf Klammer, Thomas Leich, Markus Stein, Falk Uebernickel"," Hausi Muller, Antonio Carzaniga, Bernhard Schiefer, Mike Hinchey"," Pekka Abrahamsson, Jussi Ronkainen, Arto Vihavainen","[' 0 JUSTIFICATION: The second list is not a list of authors.', ' 0 JUSTIFICATION: The second list is not a list of authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo.']",0.0,"['\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes']",0.9
